ANNUAL SUMMARY STATS
Metric,Value
Annual_GHI_Total_kWh_m2,2317.100163914222
Annual_DNI_Total_kWh_m2,3270.028613291957
Annual_I_Horizontal_kWh_m2,2317.100163914222
Annual_I_1Axis_Azimuth_kWh_m2,3262.147218377725
Annual_I_1Axis_Elevation_kWh_m2,2479.3311515752875
Annual_I_2Axis_kWh_m2,3568.9519303635348
Annual_Yield_Horizontal_kWh_m2,280.507155408303
Annual_Yield_1Axis_Azimuth_kWh_m2,398.81473718453293
Annual_Yield_1Axis_Elevation_kWh_m2,298.2838427976859
Annual_Yield_2Axis_kWh_m2,434.3923927131711
Annual_Loss_Ang_Horiz_kWh_m2,83.83431963437027
Annual_Loss_Ang_1Axis_Az_kWh_m2,8.878938755922281
Annual_Loss_Ang_1Axis_El_kWh_m2,72.17878429959755
Annual_Loss_Ang_2Axis_kWh_m2,0.0
Annual_Loss_Therm_Horiz_kWh_m2,32.150062790876206
Annual_Loss_Therm_1Axis_Az_kWh_m2,56.64282196251959
Annual_Loss_Therm_1Axis_El_kWh_m2,38.717488620910764
Annual_Loss_Therm_2Axis_kWh_m2,65.26087753772387
Ratio_Yield_Horizontal_vs_2Axis_Percent,64.57460123928128
Ratio_Yield_1Axis_Azimuth_vs_2Axis_Percent,91.80978854016672
Ratio_Yield_1Axis_Elevation_vs_2Axis_Percent,68.66691217464354

HOURLY DATA
Day,Hour,Declination_deg,HourAngle_deg,Elevation_deg,Azimuth_deg,DNI_W_m2,GHI_W_m2,I_Horizontal_W_m2,I_1Axis_Azimuth_W_m2,I_1Axis_Elevation_W_m2,I_2Axis_W_m2,P_Horizontal_W_m2,P_1Axis_Azimuth_W_m2,P_1Axis_Elevation_W_m2,P_2Axis_W_m2,Loss_Ang_Horiz_W_m2,Loss_Ang_1Axis_Az_W_m2,Loss_Ang_1Axis_El_W_m2,Loss_Ang_2Axis_W_m2,Loss_Therm_Horiz_W_m2,Loss_Therm_1Axis_Az_W_m2,Loss_Therm_1Axis_El_W_m2,Loss_Therm_2Axis_W_m2
1,16,-23.011636727869238,-54.988281671086206,40.92301354393752,-93.87793686850418,998.3975345128783,709.2614048812594,709.2614048812594,1016.4999036753474,460.0464749243907,1068.5983535215885,87.92082699717616,121.88385270547086,54.701409832900886,127.12256518290049,13.103604913132472,0.835971188681583,45.11044418702488,0,9.541264998361612,20.309097842662354,3.3896344703303285,22.481204310121925
1,17,-23.011636727869238,-69.98828167108624,28.321428313854483,-100.74945729671505,920.7414160922008,487.7838567143316,487.7838567143316,854.8715482402685,137.36438719732763,983.9525705873865,60.12738691384088,104.99983006201857,7.223601462669852,118.69265749053784,28.65944274833413,2.7676025862342613,85.38731919911774,0,4.150031041398776,14.294722329546218,0.05318805707953178,19.06070239169628
1,18,-23.011636727869238,-84.98828167108624,15.99758248940107,-107.47542661586444,744.9649717801403,246.5478216606382,246.5478216606382,595.8836300924353,44.16144544351481,789.1264172236552,26.99653737115442,75.7497572510621,0.0,98.21788852109447,48.18195642253838,5.858143702881307,44.16144544351481,0,0.7746837621795564,6.853810843475458,0.0,12.25980989021727
1,19,-23.011636727869238,-99.98828167108624,4.136430772329301,-114.65415511176357,179.0171670557123,22.822375353393998,22.822375353393998,115.19657631170844,7.429799691036488,186.44696674674879,1.106652699548436,15.424217463854516,0.0,25.418189188678898,14.908906856686759,3.2616434464078026,7.429799691036488,0,0.0012328899905773572,0.24667313728757456,0.0,0.6843861558659334
2,6,-22.93054360830765,95.12340690716417,7.876806161449431,112.1750018591001,447.11822523918573,85.98677862281082,85.98677862281082,311.10369335490367,21.469652575530873,468.5878778147166,6.635957976599679,40.84556197816096,0.0,61.279427971623235,38.26684870555329,6.283454162839348,21.469652575530873,0,0.04483221181637553,1.8292715087280484,0.0,4.322874922437094
2,7,-22.93054360830765,80.12340690716417,19.916339525229155,105.1933448167025,820.6380455421164,324.9048914817825,324.9048914817825,693.2266481457042,51.82618232914619,872.4642278712627,37.89980129118942,87.04683456714108,0.0,107.15898839521276,43.0179258584065,4.8210347706967696,51.82618232914619,0,1.5643738960832252,9.32995130535997,0.0,14.986003506764021
2,8,-22.93054360830765,65.12340690716417,32.35253043772707,98.48470804531067,952.0606776883836,562.0935883390456,562.0935883390456,915.7946769952066,238.90609866625942,1018.5801817230184,69.79475314971458,111.49172455205374,21.49397235592203,122.1753342050568,22.635675421459155,2.0005764849502157,81.91170669550658,0,5.729354658747525,16.439449519382165,0.48524251998336965,20.425891236165796
2,9,-22.93054360830765,50.12340690716417,45.00984855745221,91.3691364570831,1014.2914528769193,773.3952460041482,773.3952460041482,1052.1081563958344,565.7027687237437,1084.7875531735829,95.40858772922685,125.45570150602173,69.28662381349103,128.70271549499515,9.940122168094945,0.47396866967187634,30.52049042854412,0,11.47512960782062,21.77308477564104,5.638895147836919,23.167541949306468
2,10,-22.93054360830765,35.12340690716417,57.695832215847524,82.52717527130339,1047.4231779810887,943.1969123785145,943.1969123785145,1115.2676656645986,855.1955010487105,1115.432409878176,114.12991239295832,131.649710893527,104.48534556749206,131.66555736937653,3.9174113409245592,0.00018048743231702247,7.9204244747643315,0,17.36921775230428,24.48773703127631,14.133165152860414,24.494980013568124
2,11,-22.93054360830765,20.123406907164167,70.0023950445755,67.90053667103643,1064.9163971814723,1059.5669418577418,1059.5669418577418,1111.9641210396067,1050.7001899276465,1128.388136251165,126.1125891386627,131.29066900212533,125.20826854461092,132.90703703765067,1.261172617040529,0.4304383164585488,1.574413901004391,0,22.0502185550355,24.324046579115418,21.669340099118983,25.067302037512434
2,12,-22.93054360830765,5.123406907164165,79.81478011628927,27.716839612267904,1072.0798885361794,1114.4388180697647,1114.4388180697647,1066.683890673581,1128.7762512911459,1132.6227849810384,131.54098076157575,126.78101295435518,132.93769348888117,133.311388177762,0.3026584362125959,1.571028570966746,0.0673180531939579,0,24.43808158712156,22.33478774001081,25.081557164432127,25.25580171958339
2,13,-22.93054360830765,-9.876593092835835,77.36702079467517,-46.24532881279007,1070.7673191647407,1104.0261701574989,1104.0261701574989,1081.364261719562,1116.1080203983415,1131.9047128107904,130.52147880309792,128.25238045508345,131.7032849617613,133.24287180299612,0.472428069161424,1.2013381220199335,0.28290977263327477,0,23.97604508926935,22.970428848572425,24.51223052583785,25.223787990514552
2,14,-22.93054360830765,-24.876593092835833,66.19609049154276,-73.71949357036426,1060.6523228974156,1029.046852587614,1029.046852587614,1119.5251479789154,1001.1923387629259,1125.5347457861947,123.0327879213147,132.03962990510433,120.15274001443336,132.63417902561866,1.868413444366979,0.1962765230180139,2.7795227603535295,0,20.7721935587399,24.66641209872131,19.62505422592679,24.940685384448614
2,15,-22.93054360830765,-39.87659309283583,53.68874439529053,-85.65838744314075,1039.018176436938,894.6795307364322,894.6795307364322,1102.8320992548893,771.4751488822876,1108.242286935209,108.93640590072225,130.4469135630973,94.93106710561128,130.97371364194893,5.338060472095435,0.050551635748206536,12.360158869101497,0,15.571399936284905,23.942503103582453,11.345031496234796,24.180206528980335
2,16,-22.93054360830765,-54.87659309283583,40.98541621440085,-93.72548542998378,998.7735748572162,710.2644778614961,710.2644778614961,1017.1328607384132,462.7993998048953,1068.919660342994,88.03986371495628,121.94778214963358,55.098003811053545,127.15402678024722,13.0492126114666,0.8296059740346209,44.65464674812648,0,9.570273420047855,20.33467351737943,3.4422616168940934,22.494725667771945
2,17,-22.93054360830765,-69.87659309283586,28.37989155215116,-100.61630022448644,921.393584746497,488.8777861390761,488.8777861390761,855.8798911738849,139.9829738453787,984.6095924264525,60.2722249467682,105.10842581333576,7.555737893059297,118.75917696520784,28.56518746743268,2.7555803328083357,85.59747937134202,0,4.17153886726188,14.328977704414967,0.05823133330583907,19.086165974495515
2,18,-22.93054360830765,-84.87659309283586,16.049153152392215,-107.35018239169422,746.3433578112835,247.58569987851513,247.58569987851513,597.3848065496237,44.24091847302514,790.5842762843085,27.139828896829343,75.92638842931788,0.0,98.37664856473978,48.13567261866453,5.846263215846079,44.24091847302514,0,0.7831749195497437,6.889007637410998,0.0,12.305150115063427
2,19,-22.93054360830765,-99.87659309283586,4.178145725536541,-114.52968918268027,182.6835813384274,23.406792966553105,23.406792966553105,117.65053235101765,7.5863961848252845,190.26997752325266,1.1441010592047787,15.749133484540646,0.0,25.925056898929736,15.225229389864415,3.3184978887410637,7.5863961848252845,0,0.0013178415316381642,0.2573513401780758,0.0,0.7127399543256381
3,6,-22.84265567379326,95.23390581737715,7.744060769422361,112.1532081535126,439.6477306658931,83.50845066825548,83.50845066825548,305.0779551711331,20.99388241866749,460.64161308456056,6.375701300210597,40.07971335273301,0.0,60.31232151014343,37.67228036765973,6.235519418062154,20.99388241866749,0,0.0413625418728083,1.758227652696931,0.0,4.177504321695061
3,7,-22.84265567379326,80.23390581737715,19.785521308814744,105.16016205285547,818.6508020597767,322.2994934749587,322.2994934749587,690.310997864296,51.560891264054696,870.2116933238314,37.53686926326153,86.7134694393784,0.0,106.92091561363503,43.226911993424665,4.856768539624454,51.560891264054696,0,1.5332921441532363,9.250122666075626,0.0,14.908721451701368
3,8,-22.84265567379326,65.23390581737715,32.22345297573428,98.44003005159253,951.2703417580299,559.744965440692,559.744965440692,914.0127155651006,236.92691718747648,1017.6497531793572,69.49468803223455,111.30398157737172,21.20429858452272,122.0823734859855,22.81267102902268,2.022883886675345,82.09651533302889,0,5.675833185399156,16.374594857607832,0.4719576750999437,20.38859195912451
3,9,-22.84265567379326,50.23390581737715,44.881722661710505,91.3113760241685,1013.9138060780878,771.427561273816,771.427561273816,1051.111372382101,563.6483170440323,1084.3482969406798,95.1825458601659,125.35645366763137,69.01525176367194,128.65997799921905,10.02774807945832,0.4836354109140757,30.747010839886002,0,11.413427987044173,21.731429508334827,5.590931104908549,23.148783572476134
3,10,-22.84265567379326,35.23390581737715,57.56695136140298,82.45538265855063,1047.2337359811966,941.6877641307399,941.6877641307399,1114.9609222478632,853.5481803680265,1115.217108879859,113.97025213557157,131.6202131480432,104.30209049530878,131.64487036939397,3.9576650950455132,0.0004098353490462614,7.991028313015136,0,17.31196172942566,24.474258589708796,14.075910792392818,24.485524873786318
3,11,-22.84265567379326,20.23390581737715,69.86965792119106,67.83745197682038,1064.8322583583436,1058.5581776679403,1058.5581776679403,1112.301741836819,1049.732891580358,1128.277822968705,126.01155104701854,131.32410734401304,125.11080268929416,132.89649418887217,1.2797462107932915,0.4205629980685899,1.594510395397947,0,22.007429356982044,24.339257693412037,21.628570676600248,25.062401026746556
3,12,-22.84265567379326,5.233905817377149,79.69165439042042,28.021009286201554,1072.0673442560524,1113.9366888975806,1113.9366888975806,1067.4464127907083,1128.5371638596393,1132.5613916481682,131.49197913989053,126.85775761219361,132.91454672360948,133.3055309967816,0.3102146309067848,1.5508075140294295,0.070448245171292,0,24.41572725744382,22.367627126541464,25.070793462416077,25.25306383396196
3,13,-22.84265567379326,-9.766094182622851,77.36838004354254,-45.63038722349265,1070.8150406877928,1104.0017550599348,1104.0017550599348,1081.3297473020407,1116.4772297035506,1131.8763453420718,130.5191330688217,128.24900099308658,131.73945585529827,133.24016464409937,0.4723090012189459,1.2014957820049403,0.2755624107010135,0,23.974989379398522,22.968954219718427,24.528777565700693,25.2225237037907
3,14,-22.84265567379326,-24.76609418262285,66.24457202363953,-73.40837929282621,1060.763614003462,1029.4383182105682,1029.4383182105682,1119.445371994174,1002.572761110162,1125.5550260264956,123.0726339271373,132.03174995843122,120.29557284975493,132.636119472881,1.859605644707699,0.1986448876725717,2.7409757006182645,0,20.78838583208318,24.662791836478988,19.68087710758121,24.941584170828406
3,15,-22.84265567379326,-39.76609418262285,53.74711239332627,-85.45363575820393,1039.2123900029062,895.3964003104778,895.3964003104778,1103.0537613469178,773.7522820610559,1108.3540475947414,109.01412027318564,130.46845312886123,95.19776369009185,130.984482984002,5.3145647358072665,0.049175868600741524,12.214146535475948,0,15.597336707268255,23.952188838103183,11.417575283489356,24.185083679261794
3,16,-22.84265567379326,-54.76609418262285,41.04405994508915,-93.56508217753793,999.0989456182041,711.1935854332028,711.1935854332028,1017.7044797862342,465.5457215561726,1069.1971021535358,88.15017194386802,122.00552513360428,55.49327301536987,127.18118994994137,12.998045263330027,0.8236316537654602,44.19969596228725,0,9.597203679914173,20.357793604941364,3.495170567774082,22.50640435155364
3,17,-22.84265567379326,-69.76609418262285,28.434479143843213,-100.47656050043231,921.973261857865,489.8898110071367,489.8898110071367,856.7992275797899,142.61798226943364,985.1959862507022,60.4063105895841,105.20743221612598,7.893928177729367,118.81853142714733,28.476828576134267,2.7443171767367858,85.77845940247423,0,4.191506950756242,14.36025524030147,0.06360502364495257,19.108906647950974
3,18,-22.84265567379326,-84.76609418262285,16.096587282674843,-107.21921566907609,747.5802552831688,248.53545809092674,248.53545809092674,598.745140778479,44.31463168035385,791.8948869635226,27.27115508456935,76.08641342245683,0.0,98.51930190741345,48.09149241384577,5.8351251281548,44.31463168035385,0,0.7910001102219866,6.920988768588572,0.0,12.345982267479727
3,19,-22.84265567379326,-99.76609418262285,4.215356427990488,-114.40010202236431,185.94538041026496,23.931408934722928,23.931408934722928,119.83748944012083,7.726140956114428,193.67152136637938,1.1780170058055361,16.03856254153632,0.0,26.375561283209624,15.50702155156903,3.3687550734475735,7.726140956114428,0,0.0013972278360097068,0.2670602697979376,0.0,0.7384517080834918
4,6,-22.747998967417843,95.34311298350455,7.608706002560043,112.12511873134437,431.8514303638558,80.9896963492201,80.9896963492201,298.84273729564023,20.507655947055113,452.3590863109109,6.114126090880179,39.286174490439926,0.0,59.3016437063442,37.045811105952694,6.182687354099585,20.507655947055113,0,0.03801784317725865,1.6862325013757697,0.0,4.028628377183331
4,7,-22.747998967417843,80.34311298350455,19.65255007509513,105.12020930247357,816.5662644073158,319.6441301317908,319.6441301317908,687.3056773644071,51.29493063174541,867.8611950390612,37.1670538226379,86.36956613348526,0.0,106.6722759327056,43.436826248521754,4.892952797000817,51.29493063174541,0,1.5019687210197716,9.16821530595162,0.0,14.828291372762976
4,8,-22.747998967417843,65.34311298350455,32.09253758557882,98.38777516327991,950.4256002479517,557.3503736141976,557.3503736141976,912.172687678465,235.0109270725079,1016.6693461546505,69.18852424982197,111.11001832507816,20.925177667796838,121.98438244825635,22.992853436078008,2.045611247192255,82.26437899721392,0,5.62152857511478,16.307772375300033,0.45933906274432346,20.349326013394716
4,9,-22.747998967417843,50.34311298350454,44.75190091731844,91.24462391444219,1013.4946345055413,769.4166777297759,769.4166777297759,1050.0710762449603,561.6369888904347,1083.8752518024328,94.95139632128372,125.25285032250844,68.74961701206394,128.61394451090416,10.11705494023795,0.4935270675675838,30.96676503490346,0,11.350550869251592,21.688006562326564,5.544214327710449,23.128590741436454
4,10,-22.747998967417843,35.34311298350454,57.43623491990901,82.37195695359875,1047.0077870155508,940.1361435614793,940.1361435614793,1114.6210078858203,851.9200559627537,1114.9753276924475,113.8060302657839,131.58751418392055,104.12093384857815,131.62163686886095,3.9987579646830227,0.0007370888233708683,8.060087015046406,0,17.253203717767605,24.45932372765904,14.019461804100885,24.47490900808171
4,11,-22.747998967417843,20.343112983504543,69.73428275166904,67.75711259611799,1064.713625518241,1057.5055126845048,1057.5055126845048,1112.6191234080882,1048.75894856115,1128.1445923454626,125.90609928283928,131.35560064635717,125.0126705850464,132.88376044773554,1.298846115581,0.41061639489203117,1.6143191027179,0,21.96283403681005,24.35359033549031,21.587577539134102,25.056482480629228
4,12,-22.747998967417843,5.343112983504543,79.56268928586974,28.296696352206183,1072.0207280476236,1113.3871703870775,1113.3871703870775,1068.2221139550657,1128.274264404033,1132.4784005766007,131.43836542056926,126.935847606084,132.88911777576416,133.2976130652023,0.31823190464638174,1.5297913117710777,0.07362028262491549,0,24.39128596697111,22.401077563977253,25.058972401232978,25.249363015521794
4,13,-22.747998967417843,-9.656887016495457,77.36255595355925,-44.99917640485768,1070.8278844174588,1103.9246429856903,1103.9246429856903,1081.3160493014932,1116.813951931633,1131.8257610949065,130.5116461362191,128.24774917215169,131.77248160666394,133.23533721918753,0.4727414982776281,1.2006408955280676,0.26841966427969055,0,23.97162007201868,22.968408004683454,24.54389291076555,25.220269334099385
4,14,-22.747998967417843,-24.656887016495457,66.28830976612684,-73.08269280847244,1060.83779885984,1029.7703232818676,1029.7703232818676,1119.3495924216695,1003.9193829309258,1125.5501595446453,123.10647128619995,132.0223558566742,120.43487483097526,132.63565384124675,1.8516474406703765,0.2007903255951078,2.702946032165869,0,20.802143331567677,24.658476436776226,19.73542633485114,24.941368495003616
4,15,-22.747998967417843,-39.65688701649546,53.801474036617236,-85.23865617395889,1039.3649710756888,896.0460519574531,896.0460519574531,1103.2357521016866,776.004849150245,1108.434297165013,109.08459344139541,130.48614934702152,95.46137287791534,130.99221559019657,5.2926583667155,0.047910674907370776,12.06955258384096,0,15.620881661307862,23.960148452727566,11.48956864138124,24.18858601290529
4,16,-22.747998967417843,-54.65688701649546,41.09884654377721,-93.39680414821314,999.3733958180503,712.0472676032193,712.0472676032193,1018.2141575489766,468.28253684412624,1069.4304997787167,88.25159040331006,122.05702501049154,55.88680373043604,127.20403858996154,12.950156295004945,0.8180539087587704,43.746067143032064,0,9.62200517983996,20.378429499138974,3.548302027717149,22.516231379058823
4,17,-22.747998967417843,-69.65688701649546,28.485107216205076,-100.33030661097828,922.4801275215975,490.8184285635342,490.8184285635342,857.6286210132183,145.2666466064149,985.7114612451657,60.5294592274002,105.29675818755392,8.237787319911316,118.870696341731,28.394472846059557,2.7338260049535847,85.93019405370683,0,4.209894573046249,14.388513113603153,0.06931603746781434,19.128908232592195
4,18,-22.747998967417843,-84.65688701649546,16.139813852460207,-107.08259227505842,748.6754327129536,249.39565999098687,249.39565999098687,599.9635764377281,44.38257696309832,793.0580096760519,27.39030375590033,76.22972831108268,0.0,98.64584528501777,48.04966624470387,5.824761010783163,44.38257696309832,0,0.7981353685792918,6.949705848689618,0.0,12.382276069629512
4,19,-22.747998967417843,-99.65688701649546,4.248004649296739,-114.26545933662179,188.79685454103927,24.393951534945415,24.393951534945415,121.75253856415985,7.848748312883455,196.64560285392272,1.2081568494568067,16.291903249306518,0.0,26.769078753714087,15.75376169178714,3.4124351199140364,7.848748312883455,0,0.0014697285853519926,0.2757112328878968,0.0,0.7613056458350975
5,6,-22.646601538006347,95.45092785470086,7.470822770310198,112.09071863752249,423.72447285168033,78.43335192440502,78.43335192440502,292.39761201327286,20.01096672287118,443.7354395745515,5.851735254975347,38.46477844158549,0.0,58.246470340103315,36.386628229652175,6.124666545889966,20.01096672287118,0,0.03480606229005101,1.6134339238481203,0.0,3.876491200333902
5,7,-22.646601538006347,80.45092785470086,19.51750477681884,105.0734887220395,814.384017994126,316.94046491359757,316.94046491359757,684.2114555602197,51.02828949270358,865.4123074868296,36.79059296044467,86.01518300492837,0.0,106.41299707852185,43.64735732252524,4.929555298554533,51.02828949270358,0,1.4704421023054621,9.084283031704771,0.0,14.744725969634302
5,8,-22.646601538006347,65.45092785470086,31.959858986338556,98.32796582500278,949.5264986182266,554.911177650376,554.911177650376,910.2752241032214,233.16033747668683,1015.6389736366738,68.8764177219949,110.90988853512124,20.65692040648726,121.88135660272975,23.17615231041941,2.0687503323657666,82.41533568805454,0,5.566485825599031,16.239017792798563,0.44737984392126506,20.308099706404576
5,9,-22.646601538006347,50.45092785470086,44.62045177859705,91.16893339151899,1013.0339807721542,767.3635964961,767.3635964961,1048.987499554747,559.6709031710155,1083.368411093941,94.7152405144118,125.14490904323388,68.4900317425604,128.56461249320137,10.20802255795013,0.5036422353553007,31.179363037714666,0,11.28653983692918,21.64283098148097,5.498783876101726,23.10696505995037
5,10,-22.646601538006347,35.45092785470086,57.30374358121808,82.27701457274691,1046.7453344479195,938.5426326355342,938.5426326355342,1114.247740360782,850.3127647004449,1114.707027941181,113.63729917584058,131.55159479138877,103.94206615677201,131.59585242335535,4.040685301433655,0.0011659586414225487,8.127493036188525,0,17.192973450933522,24.44292562491094,13.963871876223877,24.46313148841
5,11,-22.646601538006347,20.450927854700858,69.59632765113727,67.65981587739324,1064.5604659393516,1056.4090833938642,1056.4090833938642,1112.9156417141864,1047.7793643441842,1127.9883998235734,125.79624141425718,131.38508852298767,124.91397329364736,132.86883119448706,1.3184748216501703,0.4006103236401941,1.6338131356724261,0,21.916443785852792,24.367015871688807,21.546403875544286,25.04954478081325
5,12,-22.646601538006347,5.450927854700858,79.42800652537821,28.54415546894506,1071.9399748047424,1112.7899584110216,1112.7899584110216,1069.009334695248,1127.987835604881,1132.3737764197958,131.380106495693,127.01511461808269,132.86143343386698,133.28763079878286,0.3267175392752506,1.5080251752474396,0.07682875456293914,0,24.364747226351483,22.435068714717403,25.046107525177547,25.24469789998858
5,13,-22.646601538006347,-9.549072145299142,77.34940277919745,-44.35306910626505,1070.8057526159282,1103.7941246501116,1103.7941246501116,1081.3239485790743,1117.1178837098644,1131.7529310870611,130.49894785515738,128.24870295038602,131.8023340427487,133.22838662952555,0.4737377413696322,1.1987548477845849,0.26148538680490674,0,23.965906312066494,22.968824171994555,24.557561722479647,25.217023722663043
5,14,-22.646601538006347,-24.549072145299142,66.32715698466976,-72.74268694656078,1060.8747422310996,1030.0418168948695,1030.0418168948695,1119.2382891680782,1005.2305030773946,1125.5201028860045,123.13419593560666,132.01149454954097,120.57047679965613,132.63277795840534,1.8445579668018581,0.20270146516804743,2.6654712128822666,0,20.81342031432284,24.653487728866452,19.7886276613756,24.940036445635286
5,15,-22.646601538006347,-39.54907214529914,53.85171190516058,-85.013563140106,1039.4757365647195,896.6271805059957,896.6271805059957,1103.3779321401971,778.2302910302184,1108.4829429462393,109.14769068646311,130.4999897084266,95.72160644976326,130.9969028272943,5.272372450590069,0.04675514732366537,11.926509199191514,0,15.641982441293692,23.966375070575708,11.56092300658051,24.19070918517923
5,16,-22.646601538006347,-54.54907214529914,41.14967791292112,-93.22073410730549,999.5966778653564,712.8240704298427,712.8240704298427,1018.6612874853885,471.0069557906605,1069.6196694247162,88.34395788529886,122.10222438920593,56.2781876486907,127.22255592418682,12.905600024834257,0.8128785266694649,43.294218842655994,0,9.644627971402329,20.39655286501474,3.601595524029946,22.524197795273466
